name,region,country,lat,lon,tz_id,localtime_epoch,localtime,utc_local_time,utc_last_updated,last_updated_epoch,last_updated,temp_c,temp_f,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609270202,2020-12-29 23:30,2020-12-29 19:30:02,2020-12-29 19:15:06,1609269306,2020-12-29 23:15,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609271102,2020-12-29 23:45,2020-12-29 19:45:02,2020-12-29 19:30:07,1609270207,2020-12-29 23:30,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609272003,2020-12-30 0:00,2020-12-29 20:00:03,2020-12-29 19:45:07,1609271107,2020-12-29 23:45,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609272902,2020-12-30 0:15,2020-12-29 20:15:02,2020-12-29 20:00:11,1609272011,2020-12-30 00:00,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609273804,2020-12-30 0:30,2020-12-29 20:30:04,2020-12-29 20:15:06,1609272906,2020-12-30 00:15,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609274703,2020-12-30 0:45,2020-12-29 20:45:03,2020-12-29 20:30:07,1609273807,2020-12-30 00:30,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609275603,2020-12-30 1:00,2020-12-29 21:00:03,2020-12-29 20:45:07,1609274707,2020-12-30 00:45,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609276503,2020-12-30 1:15,2020-12-29 21:15:03,2020-12-29 21:00:13,1609275613,2020-12-30 01:00,19.0,66.2,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609277403,2020-12-30 1:30,2020-12-29 21:30:03,2020-12-29 21:15:22,1609276522,2020-12-30 01:15,19.0,66.2,0.0,0.0,19,NNE,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609278302,2020-12-30 1:45,2020-12-29 21:45:02,2020-12-29 21:30:08,1609277408,2020-12-30 01:30,19.0,66.2,0.0,0.0,19,NNE,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609279203,2020-12-30 2:00,2020-12-29 22:00:03,2020-12-29 21:45:22,1609278322,2020-12-30 01:45,19.0,66.2,0.0,0.0,19,NNE,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609280103,2020-12-30 2:15,2020-12-29 22:15:03,2020-12-29 22:00:25,1609279225,2020-12-30 02:00,19.0,66.2,0.0,0.0,19,NNE,1018.0,30.5,0.0,0.0,73,0,19.0,66.2,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609281003,2020-12-30 2:30,2020-12-29 22:30:03,2020-12-29 22:15:07,1609280107,2020-12-30 02:15,18.0,64.4,3.8,6.1,30,NNE,1018.0,30.5,0.0,0.0,73,0,18.0,64.4,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609281902,2020-12-30 2:45,2020-12-29 22:45:02,2020-12-29 22:30:07,1609281007,2020-12-30 02:30,18.0,64.4,3.8,6.1,30,NNE,1018.0,30.5,0.0,0.0,73,0,18.0,64.4,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609282803,2020-12-30 3:00,2020-12-29 23:00:03,2020-12-29 22:45:08,1609281908,2020-12-30 02:45,18.0,64.4,3.8,6.1,30,NNE,1018.0,30.5,0.0,0.0,73,0,18.0,64.4,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609283706,2020-12-30 3:15,2020-12-29 23:15:06,2020-12-29 23:00:12,1609282812,2020-12-30 03:00,18.0,64.4,3.8,6.1,30,NNE,1018.0,30.5,0.0,0.0,73,0,18.0,64.4,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609284601,2020-12-30 3:30,2020-12-29 23:30:01,2020-12-29 23:15:07,1609283707,2020-12-30 03:15,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609285501,2020-12-30 3:45,2020-12-29 23:45:01,2020-12-29 23:30:09,1609284609,2020-12-30 03:30,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609286403,2020-12-30 4:00,2020-12-30 00:00:03,2020-12-29 23:45:08,1609285508,2020-12-30 03:45,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609287302,2020-12-30 4:15,2020-12-30 00:15:02,2020-12-30 00:00:14,1609286414,2020-12-30 04:00,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609288202,2020-12-30 4:30,2020-12-30 00:30:02,2020-12-30 00:00:14,1609286414,2020-12-30 04:00,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609289102,2020-12-30 4:45,2020-12-30 00:45:02,2020-12-30 00:00:14,1609286414,2020-12-30 04:00,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609290002,2020-12-30 5:00,2020-12-30 01:00:02,2020-12-30 00:00:14,1609286414,2020-12-30 04:00,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609290902,2020-12-30 5:15,2020-12-30 01:15:02,2020-12-30 00:00:14,1609286414,2020-12-30 04:00,17.0,62.6,0.0,0.0,0,N,1017.0,30.5,0.0,0.0,77,0,17.0,62.6,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609291802,2020-12-30 5:30,2020-12-30 01:30:02,2020-12-30 01:15:07,1609290907,2020-12-30 05:15,17.0,62.6,4.3,6.8,60,ENE,1017.0,30.5,0.0,0.0,68,0,17.0,62.6,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609292702,2020-12-30 5:45,2020-12-30 01:45:02,2020-12-30 01:30:07,1609291807,2020-12-30 05:30,17.0,62.6,4.3,6.8,60,ENE,1017.0,30.5,0.0,0.0,68,0,17.0,62.6,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609293602,2020-12-30 6:00,2020-12-30 02:00:02,2020-12-30 01:45:08,1609292708,2020-12-30 05:45,17.0,62.6,4.3,6.8,60,ENE,1017.0,30.5,0.0,0.0,68,0,17.0,62.6,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609294502,2020-12-30 6:15,2020-12-30 02:15:02,2020-12-30 02:00:16,1609293616,2020-12-30 06:00,17.0,62.6,4.3,6.8,60,ENE,1017.0,30.5,0.0,0.0,68,0,17.0,62.6,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609295403,2020-12-30 6:30,2020-12-30 02:30:03,2020-12-30 02:15:06,1609294506,2020-12-30 06:15,16.0,60.8,2.5,4.0,90,E,1017.0,30.5,0.0,0.0,68,0,16.0,60.8,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609296301,2020-12-30 6:45,2020-12-30 02:45:01,2020-12-30 02:30:07,1609295407,2020-12-30 06:30,16.0,60.8,2.5,4.0,90,E,1017.0,30.5,0.0,0.0,68,0,16.0,60.8,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609297202,2020-12-30 7:00,2020-12-30 03:00:02,2020-12-30 02:45:08,1609296308,2020-12-30 06:45,16.0,60.8,2.5,4.0,90,E,1017.0,30.5,0.0,0.0,68,0,16.0,60.8,10.0,6.0,1.0,15.0,24.1
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609298102,2020-12-30 7:15,2020-12-30 03:15:02,2020-12-30 03:00:08,1609297208,2020-12-30 07:00,16.0,60.8,2.5,4.0,90,E,1017.0,30.5,0.0,0.0,68,0,16.0,60.8,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609299004,2020-12-30 7:30,2020-12-30 03:30:04,2020-12-30 03:15:07,1609298107,2020-12-30 07:15,16.0,60.8,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,63,0,16.0,60.8,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609299901,2020-12-30 7:45,2020-12-30 03:45:01,2020-12-30 03:30:08,1609299008,2020-12-30 07:30,16.0,60.8,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,63,0,16.0,60.8,10.0,6.0,1.0,13.9,22.3
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609300802,2020-12-30 8:00,2020-12-30 04:00:02,2020-12-30 03:45:09,1609299909,2020-12-30 07:45,16.0,60.8,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,63,0,16.0,60.8,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609301702,2020-12-30 8:15,2020-12-30 04:15:02,2020-12-30 04:00:13,1609300813,2020-12-30 08:00,16.0,60.8,0.0,0.0,0,N,1018.0,30.5,0.0,0.0,63,0,16.0,60.8,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609302602,2020-12-30 8:30,2020-12-30 04:30:02,2020-12-30 04:15:07,1609301707,2020-12-30 08:15,17.0,62.6,0.0,0.0,18,NNE,1018.0,30.5,0.0,0.0,55,0,17.0,62.6,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609303502,2020-12-30 8:45,2020-12-30 04:45:02,2020-12-30 04:30:07,1609302607,2020-12-30 08:30,17.0,62.6,0.0,0.0,18,NNE,1018.0,30.5,0.0,0.0,55,0,17.0,62.6,10.0,6.0,1.0,14.1,22.7
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609304404,2020-12-30 9:00,2020-12-30 05:00:04,2020-12-30 04:45:07,1609303507,2020-12-30 08:45,17.0,62.6,0.0,0.0,19,NNE,1018.0,30.5,0.0,0.0,55,0,17.0,62.6,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609305302,2020-12-30 9:15,2020-12-30 05:15:02,2020-12-30 05:00:11,1609304411,2020-12-30 09:00,17.0,62.6,0.0,0.0,19,NNE,1018.0,30.5,0.0,0.0,55,0,17.0,62.6,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609306203,2020-12-30 9:30,2020-12-30 05:30:03,2020-12-30 05:15:06,1609305306,2020-12-30 09:15,19.0,66.2,3.8,6.1,90,E,1019.0,30.6,0.0,0.0,46,0,19.0,66.2,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609307102,2020-12-30 9:45,2020-12-30 05:45:02,2020-12-30 05:30:08,1609306208,2020-12-30 09:30,19.0,66.2,3.8,6.1,90,E,1019.0,30.6,0.0,0.0,46,0,19.0,66.2,10.0,6.0,1.0,14.3,23.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609308004,2020-12-30 10:00,2020-12-30 06:00:04,2020-12-30 05:45:08,1609307108,2020-12-30 09:45,19.0,66.2,3.8,6.1,90,E,1019.0,30.6,0.0,0.0,46,0,19.0,66.2,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609308902,2020-12-30 10:15,2020-12-30 06:15:02,2020-12-30 06:00:12,1609308012,2020-12-30 10:00,19.0,66.2,3.8,6.1,90,E,1019.0,30.6,0.0,0.0,46,0,19.0,66.2,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609309802,2020-12-30 10:30,2020-12-30 06:30:02,2020-12-30 06:15:07,1609308907,2020-12-30 10:15,20.0,68.0,6.9,11.2,90,E,1019.0,30.6,0.0,0.0,46,0,20.0,68.0,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609310702,2020-12-30 10:45,2020-12-30 06:45:02,2020-12-30 06:30:07,1609309807,2020-12-30 10:30,20.0,68.0,6.9,11.2,90,E,1019.0,30.6,0.0,0.0,46,0,20.0,68.0,10.0,6.0,1.0,14.5,23.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609311602,2020-12-30 11:00,2020-12-30 07:00:02,2020-12-30 06:45:08,1609310708,2020-12-30 10:45,20.0,68.0,6.9,11.2,90,E,1019.0,30.6,0.0,0.0,46,0,20.0,68.0,10.0,6.0,5.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609312502,2020-12-30 11:15,2020-12-30 07:15:02,2020-12-30 07:00:11,1609311611,2020-12-30 11:00,20.0,68.0,6.9,11.2,90,E,1019.0,30.6,0.0,0.0,46,0,20.0,68.0,10.0,6.0,5.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609313402,2020-12-30 11:30,2020-12-30 07:30:02,2020-12-30 07:15:06,1609312506,2020-12-30 11:15,23.0,73.4,1.3,2.2,150,SSE,1019.0,30.6,0.0,0.0,38,0,24.7,76.4,10.0,6.0,5.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609314302,2020-12-30 11:45,2020-12-30 07:45:02,2020-12-30 07:30:08,1609313408,2020-12-30 11:30,23.0,73.4,1.3,2.2,150,SSE,1019.0,30.6,0.0,0.0,38,0,24.7,76.4,10.0,6.0,5.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609315202,2020-12-30 12:00,2020-12-30 08:00:02,2020-12-30 07:45:09,1609314309,2020-12-30 11:45,23.0,73.4,1.3,2.2,150,SSE,1019.0,30.6,0.0,0.0,38,0,24.7,76.4,10.0,6.0,5.0,13.4,21.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609316102,2020-12-30 12:15,2020-12-30 08:15:02,2020-12-30 08:00:13,1609315213,2020-12-30 12:00,23.0,73.4,1.3,2.2,150,SSE,1019.0,30.6,0.0,0.0,38,0,24.5,76.0,10.0,6.0,6.0,12.3,19.8
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609317002,2020-12-30 12:30,2020-12-30 08:30:02,2020-12-30 08:15:06,1609316106,2020-12-30 12:15,24.0,75.2,5.6,9.0,340,NNW,1018.0,30.5,0.0,0.0,36,0,24.9,76.8,10.0,6.0,6.0,12.3,19.8
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609317902,2020-12-30 12:45,2020-12-30 08:45:02,2020-12-30 08:30:08,1609317008,2020-12-30 12:30,24.0,75.2,5.6,9.0,340,NNW,1018.0,30.5,0.0,0.0,36,0,24.9,76.8,10.0,6.0,6.0,12.3,19.8
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609318802,2020-12-30 13:00,2020-12-30 09:00:02,2020-12-30 08:45:08,1609317908,2020-12-30 12:45,24.0,75.2,5.6,9.0,340,NNW,1018.0,30.5,0.0,0.0,36,0,24.6,76.3,10.0,6.0,6.0,11.2,18.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609319702,2020-12-30 13:15,2020-12-30 09:15:02,2020-12-30 09:00:14,1609318814,2020-12-30 13:00,24.0,75.2,5.6,9.0,340,NNW,1018.0,30.5,0.0,0.0,36,0,24.6,76.3,10.0,6.0,6.0,11.2,18.0
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609320602,2020-12-30 13:30,2020-12-30 09:30:02,2020-12-30 09:15:08,1609319708,2020-12-30 13:15,24.0,75.2,12.5,20.2,330,NNW,1017.0,30.5,0.0,0.0,39,0,24.7,76.5,10.0,6.0,6.0,11.4,18.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609321502,2020-12-30 13:45,2020-12-30 09:45:02,2020-12-30 09:15:08,1609319708,2020-12-30 13:15,24.0,75.2,12.5,20.2,330,NNW,1017.0,30.5,0.0,0.0,39,0,24.7,76.5,10.0,6.0,6.0,11.4,18.4
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609322402,2020-12-30 14:00,2020-12-30 10:00:02,2020-12-30 09:45:09,1609321509,2020-12-30 13:45,24.0,75.2,12.5,20.2,330,NNW,1017.0,30.5,0.0,0.0,39,0,24.6,76.3,10.0,6.0,6.0,11.0,17.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609323303,2020-12-30 14:15,2020-12-30 10:15:03,2020-12-30 10:00:12,1609322412,2020-12-30 14:00,24.0,75.2,12.5,20.2,330,NNW,1017.0,30.5,0.0,0.0,39,0,24.6,76.3,10.0,6.0,6.0,11.0,17.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609324202,2020-12-30 14:30,2020-12-30 10:30:02,2020-12-30 10:15:07,1609323307,2020-12-30 14:15,24.0,75.2,10.5,16.9,340,NNW,1017.0,30.5,0.0,0.0,39,0,24.6,76.3,10.0,6.0,6.0,11.0,17.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609325102,2020-12-30 14:45,2020-12-30 10:45:02,2020-12-30 10:30:08,1609324208,2020-12-30 14:30,24.0,75.2,10.5,16.9,340,NNW,1017.0,30.5,0.0,0.0,39,0,24.6,76.3,10.0,6.0,6.0,11.0,17.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609326003,2020-12-30 15:00,2020-12-30 11:00:03,2020-12-30 10:45:09,1609325109,2020-12-30 14:45,24.0,75.2,10.5,16.9,340,NNW,1017.0,30.5,0.0,0.0,39,0,24.6,76.3,10.0,6.0,6.0,11.0,17.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609326903,2020-12-30 15:15,2020-12-30 11:15:03,2020-12-30 11:00:13,1609326013,2020-12-30 15:00,24.0,75.2,10.5,16.9,340,NNW,1017.0,30.5,0.0,0.0,39,0,24.5,76.1,10.0,6.0,6.0,10.3,16.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609327802,2020-12-30 15:30,2020-12-30 11:30:02,2020-12-30 11:15:08,1609326908,2020-12-30 15:15,25.0,77.0,12.5,20.2,330,NNW,1016.0,30.5,0.0,0.0,41,0,25.1,77.1,10.0,6.0,6.0,10.3,16.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609328701,2020-12-30 15:45,2020-12-30 11:45:01,2020-12-30 11:30:09,1609327809,2020-12-30 15:30,25.0,77.0,12.5,20.2,330,NNW,1016.0,30.5,0.0,0.0,41,0,25.1,77.1,10.0,6.0,6.0,10.3,16.6
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609329602,2020-12-30 16:00,2020-12-30 12:00:02,2020-12-30 11:45:09,1609328709,2020-12-30 15:45,25.0,77.0,12.5,20.2,330,NNW,1016.0,30.5,0.0,0.0,41,0,24.9,76.9,10.0,6.0,6.0,9.8,15.8
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609330502,2020-12-30 16:15,2020-12-30 12:15:02,2020-12-30 12:00:15,1609329615,2020-12-30 16:00,25.0,77.0,12.5,20.2,330,NNW,1016.0,30.5,0.0,0.0,41,0,24.9,76.9,10.0,6.0,6.0,9.8,15.8
Abu Dhabi,Abu Dhabi,United Arab Emirates,24.47,54.37,Asia/Dubai,1609331403,2020-12-30 16:30,2020-12-30 12:30:03,2020-12-30 12:15:08,1609330508,2020-12-30 16:15,24.0,75.2,10.5,16.9,330,NNW,1016.0,30.5,0.0,0.0,47,0,24.4,75.8,10.0,6.0,6.0,9.8,15.8
